LAT_ZONA,LON_ZONA,cantidad_siniestros,criticidad_total,criticidad_promedio,localidad_predominante,barrio_predominante,via_predominante,clase_predominante,gravedad_predominante,criticidad_2016,criticidad_2017,criticidad_2018,criticidad_2019,anios_activos,tipo_hotspot,prioridad_intervencion,siniestros_solo_danos,siniestros_con_heridos,siniestros_con_muertos,criticidad_fatalidad_alta,rank_base,rank_fatalidad_alta,variacion_ranking_fatalidad,score_volumen,score_criticidad_total,score_severidad_promedio,score_persistencia,score_fatalidad,IPI,rank_IPI,prioridad_IPI
4.66,-74.078,56,112,2.0,BARRIOS UNIDOS,SAN MIGUEL,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,24.0,44.0,26.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,34,16,6,264,659.0,312.0,347.0,0.9471395213076474,0.961004086398132,0.648598949211909,1.0,0.9967308814944542,91.06946876824284,175,Prioridad 2 - Auditoría de seguridad vial
4.555,-74.138,138,258,1.8695652173913044,CIUDAD BOLIVAR,MEXICO,AVENIDA BOYACA,CHOQUE,SOLO DANOS,78.0,42.0,46.0,92.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,84,48,6,474,120.0,80.0,40.0,0.9900175131348511,0.9930239346176299,0.5734384121424402,1.0,0.9967308814944542,91.0642148277875,176,Prioridad 2 - Auditoría de seguridad vial
4.579,-74.099,40,84,2.1,ANTONIO NARIÑO,CIUDAD JARDIN SUR,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,22.0,14.0,32.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,14,4,192,1094.0,595.0,499.0,0.9147110332749562,0.9348511383537653,0.7134267367192061,1.0,0.9885872737886748,91.03152364273205,177,Prioridad 2 - Auditoría de seguridad vial
4.578,-74.093,22,62,2.8181818181818183,ANTONIO NARIÑO,SOCIEGO,AVENIDA FERNANDO MAZUERA,CHOQUE,CON HERIDOS,28.0,14.0,10.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,12,4,166,1709.0,778.0,931.0,0.8262113251605371,0.8977816695855225,0.838237011091652,1.0,0.9885872737886748,91.01634559252773,178,Prioridad 2 - Auditoría de seguridad vial
4.664,-74.061,112,216,1.9285714285714286,CHAPINERO,PORCIUNCULA,AVENIDA CARACAS,CHOQUE,SOLO DANOS,58.0,66.0,48.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,64,44,4,384,179.0,137.0,42.0,0.9847343841214244,0.9895213076474022,0.5878575598365441,1.0,0.9885872737886748,91.01401050788091,179,Prioridad 2 - Auditoría de seguridad vial
4.706,-74.108,206,374,1.8155339805825244,ENGATIVA,QUIRIGUA II,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,116.0,88.0,88.0,82.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,132,64,10,702,42.0,19.0,23.0,0.995942790426153,0.9975773496789259,0.5575598365440747,1.0,0.9995621716287215,91.01284296555751,180,Prioridad 2 - Auditoría de seguridad vial
4.573,-74.091,54,110,2.037037037037037,SAN CRISTOBAL,PRIMERO DE MAYO,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,14.0,22.0,32.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,24,2,198,680.0,559.0,121.0,0.9440163455925278,0.9595738470519556,0.704173963806188,1.0,0.9427904261529481,91.0110916520724,181,Prioridad 2 - Auditoría de seguridad vial
4.717,-74.093,208,380,1.8269230769230769,SUBA,SANTA TERESA DE SUBA,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,108.0,84.0,88.0,100.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,128,74,6,648,40.0,29.0,11.0,0.99620548744892,0.9976941039112668,0.5589608873321658,1.0,0.9967308814944542,90.99182720373614,182,Prioridad 2 - Auditoría de seguridad vial
4.522,-74.118,28,72,2.5714285714285716,USME,BARRANQUILLITA,AVENIDA CARACAS,CHOQUE,CON HERIDOS,30.0,22.0,6.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,18,2,148,1395.0,951.0,444.0,0.8681260945709282,0.9171920607122008,0.8194979568009341,1.0,0.9427904261529481,90.95213076474022,183,Prioridad 2 - Auditoría de seguridad vial
4.578,-74.085,32,76,2.375,SAN CRISTOBAL,SANTA ANA SUR,SIN_NMG,CHOQUE,CON HERIDOS,10.0,18.0,28.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,18,2,152,1289.0,900.0,389.0,0.8881786339754816,0.923292469352014,0.7932866316403969,1.0,0.9427904261529481,90.9509632224168,184,Prioridad 2 - Auditoría de seguridad vial
4.62,-74.189,32,76,2.375,BOSA,BOSA NOVA,SIN_NMG,CHOQUE,CON HERIDOS,26.0,24.0,18.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,18,2,152,1289.0,900.0,389.0,0.8881786339754816,0.923292469352014,0.7932866316403969,1.0,0.9427904261529481,90.9509632224168,185,Prioridad 2 - Auditoría de seguridad vial
4.619,-74.139,168,308,1.8333333333333333,KENNEDY,HIPOTECHO OCCIDENTAL,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,122.0,62.0,106.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,104,58,6,544,72.0,54.0,18.0,0.9935201401050788,0.9957968476357268,0.5607997664915353,1.0,0.9967308814944542,90.9369527145359,186,Prioridad 2 - Auditoría de seguridad vial
4.747,-74.096,224,412,1.8392857142857142,SUBA,TIBABUYES,AVENIDA TRANSVERSAL DE SUBA,CHOQUE,SOLO DANOS,72.0,100.0,130.0,110.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,134,86,4,664,30.0,26.0,4.0,0.9970227670753065,0.9983070636310566,0.5626970227670753,1.0,0.9885872737886748,90.93228254524227,187,Prioridad 2 - Auditoría de seguridad vial
4.657,-74.139,142,262,1.8450704225352113,KENNEDY,EL VERGEL,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,68.0,60.0,72.0,62.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,90,44,8,510,116.0,66.0,50.0,0.9908347927612376,0.9932574430823118,0.5635143023934618,1.0,0.998861646234676,90.92936368943376,188,Prioridad 2 - Auditoría de seguridad vial
4.617,-74.153,186,338,1.8172043010752688,KENNEDY,TIMIZA,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,58.0,96.0,86.0,98.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,116,64,6,586,55.0,44.0,11.0,0.9950379451255108,0.9968476357267951,0.5576182136602452,1.0,0.9967308814944542,90.9246935201401,189,Prioridad 2 - Auditoría de seguridad vial
4.617,-74.072,26,70,2.6923076923076925,SANTA FE,SAMPER,SIN_NMG,CHOQUE,CON HERIDOS,12.0,10.0,20.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,18,2,146,1445.0,973.0,472.0,0.8567717454757735,0.9138061879743141,0.8328663164039697,1.0,0.9427904261529481,90.9246935201401,190,Prioridad 2 - Auditoría de seguridad vial
4.598,-74.1,30,74,2.466666666666667,LOS MARTIRES,SANTA ISABEL SUR,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,12.0,22.0,28.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,18,2,150,1342.0,927.0,415.0,0.8785172212492703,0.9202276707530648,0.8021307647402218,1.0,0.9427904261529481,90.87332165791011,191,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.167,30,74,2.466666666666667,KENNEDY,CATALINA,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,10.0,14.0,40.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,18,2,150,1342.0,927.0,415.0,0.8785172212492703,0.9202276707530648,0.8021307647402218,1.0,0.9427904261529481,90.87332165791011,192,Prioridad 2 - Auditoría de seguridad vial
4.561,-74.111,30,74,2.466666666666667,RAFAEL URIBE URIBE,PUERTO RICO,SIN_NMG,CHOQUE,CON HERIDOS,10.0,30.0,14.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,18,2,150,1342.0,927.0,415.0,0.8785172212492703,0.9202276707530648,0.8021307647402218,1.0,0.9427904261529481,90.87332165791011,193,Prioridad 2 - Auditoría de seguridad vial
4.55,-74.137,44,96,2.1818181818181817,CIUDAD BOLIVAR,LA ALAMEDA,AUTOPISTA AL LLANO O AVENIDA BOYACA,CHOQUE,CON HERIDOS,26.0,36.0,22.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,22,2,180,878.0,675.0,203.0,0.9251313485113836,0.9477816695855225,0.72784588441331,1.0,0.9427904261529481,90.87098657326328,194,Prioridad 2 - Auditoría de seguridad vial
4.603,-74.097,44,96,2.1818181818181817,LOS MARTIRES,VERAGUAS,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,10.0,34.0,28.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,22,2,180,878.0,675.0,203.0,0.9251313485113836,0.9477816695855225,0.72784588441331,1.0,0.9427904261529481,90.87098657326328,195,Prioridad 2 - Auditoría de seguridad vial
4.589,-74.111,44,96,2.1818181818181817,ANTONIO NARIÑO,SANTANDER SUR,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,12.0,48.0,8.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,22,2,180,878.0,675.0,203.0,0.9251313485113836,0.9477816695855225,0.72784588441331,1.0,0.9427904261529481,90.87098657326328,196,Prioridad 2 - Auditoría de seguridad vial
4.631,-74.143,92,180,1.9565217391304348,KENNEDY,MANDALAY,AVENIDA DE LAS AMERICAS,CHOQUE,SOLO DANOS,14.0,70.0,72.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,52,36,4,332,263.0,184.0,79.0,0.9781377699941622,0.9845300642148278,0.592031523642732,1.0,0.9885872737886748,90.86573263280793,197,Prioridad 2 - Auditoría de seguridad vial
4.621,-74.152,32,72,2.25,KENNEDY,CIUDAD KENNEDY ORIENTAL,AVENIDA POPORO QUIMBAYA,CHOQUE,SOLO DANOS,14.0,10.0,12.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,4,176,1395.0,713.0,682.0,0.8881786339754816,0.9171920607122008,0.7480735551663747,1.0,0.9885872737886748,90.84063047285464,198,Prioridad 2 - Auditoría de seguridad vial
4.696,-74.126,124,232,1.8709677419354838,ENGATIVA,AEROPUERTO EL DORADO,AVENIDA JOSE CELESTINO MUTIS,CHOQUE,SOLO DANOS,68.0,38.0,56.0,70.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,74,46,4,404,151.0,117.0,34.0,0.9876532399299475,0.9910974897840047,0.573671920607122,1.0,0.9885872737886748,90.820198482195,199,Prioridad 2 - Auditoría de seguridad vial
4.595,-74.135,46,98,2.130434782608696,PUENTE ARANDA,OSPINA PEREZ SUR,AVENIDA CIUDAD DE QUITO,CHOQUE,CON HERIDOS,16.0,18.0,24.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,22,2,182,851.0,659.0,192.0,0.9296555750145943,0.949620548744892,0.7187974314068885,1.0,0.9427904261529481,90.81727962638645,200,Prioridad 2 - Auditoría de seguridad vial
